time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-15T09:13:41.420Z,33.739,-116.8603333,8.87,0.46,ml,14,75,0.07404,0.21,ci,ci37568663,2017-01-15T09:17:18.761Z,"3km ESE of Valle Vista, CA",earthquake,0.4,0.95,0.121,7,automatic,ci,ci
2017-01-15T09:09:01.070Z,-2.0324,128.5537,47.58,4.3,mb,,121,3.027,1.03,us,us10007td4,2017-01-15T09:25:11.040Z,"91km N of Taniwel, Indonesia",earthquake,9.5,11.4,0.143,14,reviewed,us,us
2017-01-15T08:57:29.413Z,38.6983,-118.4415,6,0.7,ml,7,102.78,0.095,0.1383,nn,nn00574159,2017-01-15T22:15:39.822Z,"25km NE of Hawthorne, Nevada",earthquake,,6.1,0.52,3,reviewed,nn,nn
2017-01-15T08:51:34.500Z,34.699,-116.9075,0.55,1.25,ml,28,55,0.1907,0.2,ci,ci37568655,2017-01-15T08:55:10.261Z,"25km SSE of Barstow, CA",earthquake,0.35,1.13,0.16,18,automatic,ci,ci
2017-01-15T08:50:18.360Z,19.4078331,-155.2769928,0.69,2.35,ml,20,47,0.005587,0.26,hv,hv61563336,2017-01-15T08:56:03.930Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.25,0.22,22,automatic,hv,hv
2017-01-15T08:48:25.280Z,-22.5268,-68.6309,107.96,4.7,mb,,26,0.272,0.91,us,us10007tcy,2017-01-15T09:09:21.040Z,"31km ESE of Calama, Chile",earthquake,6.8,6.8,0.065,72,reviewed,us,us
2017-01-15T08:42:51.073Z,38.3402,-118.9069,12,1,ml,12,82.38,0.294,0.1472,nn,nn00574085,2017-01-15T17:18:17.113Z,"29km ENE of Bridgeport, California",earthquake,,5.2,0.23,2,reviewed,nn,nn
2017-01-15T08:27:24.710Z,37.4403343,-118.6969986,9.8,1.43,md,18,123,0.1375,0.04,nc,nc72752435,2017-01-15T08:43:02.448Z,"23km WNW of West Bishop, California",earthquake,0.43,1.76,0.19,15,automatic,nc,nc
2017-01-15T08:14:02.764Z,57.7266,-154.0314,51.7,1.9,ml,,,,0.22,ak,ak15075362,2017-01-15T08:19:55.620Z,"21km N of Larsen Bay, Alaska",earthquake,,2.9,,,automatic,ak,ak
2017-01-15T08:09:02.058Z,38.3758,-118.914,6.3,0.7,ml,11,92.63,0.33,0.1443,nn,nn00574083,2017-01-15T17:08:46.156Z,"30km WSW of Hawthorne, Nevada",earthquake,,3,0.2,2,reviewed,nn,nn
2017-01-15T07:57:23.540Z,38.8111649,-122.7929993,2.61,1.34,md,22,92,0.009845,0.02,nc,nc72752425,2017-01-15T08:13:01.385Z,"4km NW of The Geysers, California",earthquake,0.28,0.46,0.1,5,automatic,nc,nc
2017-01-15T07:51:48.186Z,38.4087,-118.9123,7.2,0.5,ml,11,89.3,0.125,0.1233,nn,nn00574082,2017-01-15T19:06:55.066Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.7,0.19,2,reviewed,nn,nn
2017-01-15T07:46:32.380Z,38.8106651,-122.7935028,2.55,1.7,md,26,43,0.003038,0.03,nc,nc72752415,2017-01-15T08:02:02.373Z,"4km NW of The Geysers, California",earthquake,0.26,0.37,0.14,9,automatic,nc,nc
2017-01-15T07:45:44.450Z,38.8113327,-122.8106689,1.87,0.55,md,9,116,0.01205,0.02,nc,nc72752420,2017-01-15T07:47:22.816Z,"6km NW of The Geysers, California",earthquake,0.42,0.56,0.02,3,automatic,nc,nc
2017-01-15T07:44:03.010Z,-2.0157,128.4782,40.85,4.3,mb,,75,2.983,0.87,us,us10007tcr,2017-01-15T08:12:49.040Z,"92km N of Taniwel, Indonesia",earthquake,7.5,8.1,0.103,27,reviewed,us,us
2017-01-15T07:28:32.053Z,38.3829,-118.9138,6.7,1,ml,12,83.44,0.138,0.1335,nn,nn00574081,2017-01-15T16:53:13.751Z,"29km WSW of Hawthorne, Nevada",earthquake,,3.4,0.14,4,reviewed,nn,nn
2017-01-15T07:19:14.421Z,38.3449,-118.9112,6.6,1.3,ml,15,113,0.16,0.1308,nn,nn00574158,2017-01-15T22:09:27.129Z,"29km ENE of Bridgeport, California",earthquake,,3.2,0.16,2,reviewed,nn,nn
2017-01-15T07:18:50.526Z,63.4718,-151.3487,0,1.7,ml,,,,0.61,ak,ak15075036,2017-01-15T07:26:53.339Z,"120km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-15T07:18:20.860Z,38.6949,-119.5359,5.1,1.7,ml,12,68.5,0.371,0.148,nn,nn00574080,2017-01-15T16:43:49.180Z,"19km WSW of Smith Valley, Nevada",earthquake,,2.8,0.18,8,reviewed,nn,nn
2017-01-15T07:15:53.827Z,38.3863,-118.8885,11.8,0.8,ml,12,88.59,0.12,0.1041,nn,nn00574079,2017-01-15T16:37:25.711Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.7,0.5,5,reviewed,nn,nn
2017-01-15T07:07:56.895Z,63.4538,-152.3645,12.8,2,ml,,,,0.72,ak,ak15075034,2017-01-15T07:17:09.118Z,"170km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-15T07:02:38.260Z,38.8188324,-122.791832,1.16,0.55,md,7,94,0.01033,0.01,nc,nc72752410,2017-01-15T07:04:17.211Z,"5km W of Cobb, California",earthquake,0.4,0.89,,1,automatic,nc,nc
2017-01-15T06:51:53.010Z,32.7336667,-115.4351667,2.85,1.29,ml,15,163,0.1279,0.14,ci,ci37568631,2017-01-15T06:55:30.913Z,"8km NE of Calexico, CA",earthquake,0.39,0.69,0.132,12,automatic,ci,ci
2017-01-15T06:43:35.000Z,38.8351669,-122.7730026,1.64,0.98,md,14,99,0.005274,0.02,nc,nc72752405,2017-01-15T06:45:12.253Z,"4km WNW of Cobb, California",earthquake,0.27,0.33,0.14,4,automatic,nc,nc
2017-01-15T06:37:41.190Z,38.8279991,-122.7976685,1.83,0.83,md,12,71,0.01073,0.02,nc,nc72752400,2017-01-15T06:39:24.271Z,"6km W of Cobb, California",earthquake,0.43,0.47,0.17,3,automatic,nc,nc
2017-01-15T06:30:19.620Z,32.6295,-115.7598333,6.82,1.27,ml,16,129,0.03446,0.19,ci,ci37568623,2017-01-15T06:33:52.261Z,"17km WNW of Progreso, B.C., MX",earthquake,0.57,1.01,0.168,18,automatic,ci,ci
2017-01-15T06:23:13.806Z,38.3777,-118.9054,12.9,0.7,ml,8,174.19,0.329,0.1905,nn,nn00574078,2017-01-15T16:31:07.340Z,"29km WSW of Hawthorne, Nevada",earthquake,,12.5,0.18,4,reviewed,nn,nn
2017-01-15T06:20:49.078Z,38.3521,-118.9204,8,1.3,ml,10,95.95,0.309,0.1282,nn,nn00574076,2017-01-15T06:29:10.860Z,"29km ENE of Bridgeport, California",earthquake,,6.9,0.2,4,reviewed,nn,nn
2017-01-15T05:54:42.448Z,36.7127,-116.072,1.4,0.3,ml,17,92.97,0.027,0.1369,nn,nn00574073,2017-01-15T21:54:02.512Z,"56km N of Pahrump, Nevada",earthquake,,2.6,0.35,10,reviewed,nn,nn
2017-01-15T05:24:52.700Z,18.1273,-67.0935,19,2.6,Md,7,169.2,0.04850903,0.46,pr,pr17015002,2017-01-15T07:46:40.842Z,"3km ESE of Hormigueros, Puerto Rico",earthquake,3.1,2.2,0,7,reviewed,pr,pr
2017-01-15T05:22:36.700Z,17.8855,-66.2575,16,2.2,Md,3,237.6,0.16349338,0.18,pr,pr17015001,2017-01-15T07:45:44.698Z,"8km SSW of Central Aguirre, Puerto Rico",earthquake,2.9,2.2,0,3,reviewed,pr,pr
2017-01-15T05:21:01.691Z,63.5234,-147.3394,8,1.7,ml,,,,0.52,ak,ak15074705,2017-01-15T05:31:45.054Z,"81km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-15T05:19:46.930Z,36.4546,-98.7427,5,3.2,mb_lg,,69,0.221,0.39,us,us10007tca,2017-01-16T15:44:41.372Z,"31km NW of Fairview, Oklahoma",earthquake,2.2,2,0.055,87,reviewed,us,us
2017-01-15T05:07:54.700Z,19.2548332,-155.3051605,36.71,2.58,ml,28,212,0.04126,0.29,hv,hv61563126,2017-01-15T05:13:36.060Z,"19km ENE of Pahala, Hawaii",earthquake,1.47,1.96,0.26,7,automatic,hv,hv
2017-01-15T05:02:55.742Z,38.3953,-118.8789,12.9,0.6,ml,6,218.51,0.327,0.1151,nn,nn00574156,2017-01-15T21:44:33.679Z,"26km WSW of Hawthorne, Nevada",earthquake,,13.2,0.16,3,reviewed,nn,nn
2017-01-15T04:55:47.490Z,44.5921667,-114.0995,5,1.49,ml,7,143,0.214,0.17,mb,mb80196799,2017-01-15T18:35:55.910Z,"14km NE of Challis, Idaho",earthquake,0.97,31.61,0.264,5,reviewed,mb,mb
2017-01-15T04:55:45.011Z,60.9805,-152.9048,6.6,1.6,ml,,,,0.49,ak,ak15074699,2017-01-15T05:10:15.736Z,"55km N of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-15T04:52:53.524Z,38.4059,-118.9539,12.7,1,ml,11,93.93,0.369,0.0962,nn,nn00574064,2017-01-15T16:18:24.917Z,"29km NE of Bridgeport, California",earthquake,,8.5,0.24,3,reviewed,nn,nn
2017-01-15T04:48:45.618Z,38.424,-118.9009,6.3,1.3,ml,14,74.42,0.111,0.1308,nn,nn00574063,2017-01-15T16:09:05.510Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.9,0.24,6,reviewed,nn,nn
2017-01-15T04:48:11.125Z,38.4127,-118.9092,11.7,1.2,ml,13,74.65,0.121,0.1728,nn,nn00574062,2017-01-15T15:59:49.249Z,"27km WSW of Hawthorne, Nevada",earthquake,,2.5,0.24,6,reviewed,nn,nn
2017-01-15T04:36:35.410Z,40.2766,140.0305,173.69,4.4,mb,,109,0.94,0.65,us,us10007tc6,2017-01-15T04:54:51.040Z,"8km N of Noshiro, Japan",earthquake,8.3,8.8,0.099,29,reviewed,us,us
2017-01-15T04:33:54.153Z,61.3645,-150.8967,57.6,2.2,ml,,,,0.54,ak,ak15074694,2017-01-15T04:43:04.025Z,"53km WSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-15T04:11:32.830Z,48.155,-122.7516667,23.44,1.82,ml,17,95,0.1559,0.12,uw,uw61228702,2017-01-15T04:48:42.110Z,"4km N of Port Townsend, Washington",earthquake,0.34,0.87,0.041,9,reviewed,uw,uw
2017-01-15T04:09:25.400Z,38.8008347,-122.7714996,1.34,1.08,md,15,68,0.01433,0.02,nc,nc72752390,2017-01-15T04:11:06.587Z,"2km NNW of The Geysers, California",earthquake,0.25,0.51,0.2,5,automatic,nc,nc
2017-01-15T04:04:58.990Z,32.629,-115.7816667,8.96,1.17,ml,12,185,0.05086,0.14,ci,ci37568583,2017-01-15T04:08:35.860Z,"19km WNW of Progreso, B.C., MX",earthquake,0.53,0.64,0.174,10,automatic,ci,ci
2017-01-15T04:03:21.900Z,39.6147,26.1595,10,4.3,mb,,67,1.282,1.12,us,us10007tc3,2017-01-15T04:27:55.581Z,"20km NW of Behram, Turkey",earthquake,4.5,1.7,0.201,10,reviewed,us,us
2017-01-15T04:02:19.590Z,48.1665,-122.5305,21.1,1.17,ml,11,106,0.1407,0.14,uw,uw61228697,2017-01-15T18:16:05.280Z,"0km SSW of Camano, Washington",earthquake,0.54,1.41,0.234,9,reviewed,uw,uw
2017-01-15T03:49:58.358Z,38.3575,-118.9043,10.2,0.6,ml,7,175.76,0.31,0.1011,nn,nn00574155,2017-01-15T21:32:17.491Z,"30km SW of Hawthorne, Nevada",earthquake,,14.7,0.04,2,reviewed,nn,nn
2017-01-15T03:46:22.878Z,38.3586,-118.9165,6.9,1.4,ml,13,74.05,0.154,0.1532,nn,nn00574058,2017-01-15T15:50:31.717Z,"29km ENE of Bridgeport, California",earthquake,,3.3,0.31,5,reviewed,nn,nn
2017-01-15T03:45:25.970Z,38.3567,-118.9102,8.9,0.6,ml,8,177,0.311,0.095,nn,nn00574154,2017-01-15T21:29:12.112Z,"30km ENE of Bridgeport, California",earthquake,,9,0.3,3,reviewed,nn,nn
2017-01-15T03:43:00.629Z,63.6536,-148.1426,85,1.9,ml,,,,0.38,ak,ak15074371,2017-01-15T03:56:54.792Z,"46km ESE of Healy, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-15T03:37:36.400Z,17.9109,-65.8872,10,2.5,Md,9,219.6,0.21559567,0.23,pr,pr17015000,2017-01-15T07:44:03.348Z,"9km S of Emajagua, Puerto Rico",earthquake,0.7,0.7,0,9,reviewed,pr,pr
2017-01-15T03:37:19.930Z,35.1071,23.156,10,4.3,mb,,114,2.294,1.07,us,us10007tbx,2017-01-15T03:56:30.040Z,"50km WSW of Palaiochora, Greece",earthquake,4.4,1.9,0.092,34,reviewed,us,us
2017-01-15T03:36:39.222Z,38.375,-118.8895,1.8,0.8,ml,8,171.32,0.127,0.1323,nn,nn00574057,2017-01-15T15:41:12.967Z,"28km SW of Hawthorne, Nevada",earthquake,,3.8,0.08,2,reviewed,nn,nn
2017-01-15T03:32:36.280Z,38.8436661,-122.8255005,1.94,0.43,md,7,138,0.009302,0.02,nc,nc72752375,2017-01-15T03:34:16.499Z,"9km WNW of Cobb, California",earthquake,0.97,1.48,0.15,2,automatic,nc,nc
2017-01-15T03:30:41.080Z,38.7854996,-122.7275009,2,0.97,md,9,78,0.007555,0.02,nc,nc72752370,2017-01-15T03:32:21.107Z,"2km ENE of The Geysers, California",earthquake,0.34,0.85,0.06,4,automatic,nc,nc
2017-01-15T03:20:32.920Z,48.2981667,-121.8758333,6.82,1.12,ml,7,114,0.1085,0.06,uw,uw61228692,2017-01-15T18:11:23.090Z,"17km NE of Arlington Heights, Washington",earthquake,0.29,0.9,0.227,4,reviewed,uw,uw
2017-01-15T03:19:06.230Z,38.8318329,-122.7925034,1.67,1.21,md,18,53,0.00678,0.02,nc,nc72752365,2017-01-15T03:35:02.780Z,"6km W of Cobb, California",earthquake,0.25,0.34,0.12,7,automatic,nc,nc
2017-01-15T02:46:29.797Z,37.2923,-118.3267,11.1,1.2,ml,10,137.82,0.079,0.1307,nn,nn00574054,2017-01-15T15:35:01.049Z,"9km SE of Bishop, California",earthquake,,1.5,0.41,5,reviewed,nn,nn
2017-01-15T02:39:39.450Z,36.9236679,-121.4638367,6.18,1.34,md,11,85,0.07118,0.1,nc,nc72752345,2017-01-15T02:55:02.707Z,"9km NW of Hollister, California",earthquake,0.43,2.03,0.2,9,automatic,nc,nc
2017-01-15T02:32:08.374Z,38.3609,-118.9164,6.5,1.2,ml,14,74.09,0.153,0.1193,nn,nn00574053,2017-01-15T15:16:30.708Z,"29km ENE of Bridgeport, California",earthquake,,3.2,0.24,4,reviewed,nn,nn
2017-01-15T02:24:11.853Z,38.403,-118.8889,11.8,0.4,ml,8,168.97,0.337,0.0906,nn,nn00574052,2017-01-15T18:54:29.290Z,"26km WSW of Hawthorne, Nevada",earthquake,,4.7,0,1,reviewed,nn,nn
2017-01-15T02:23:36.573Z,63.0296,-150.9357,115.7,1.9,ml,,,,0.24,ak,ak15074367,2017-01-15T02:33:40.736Z,"89km NNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-01-15T02:09:52.620Z,47.1081667,-113.3318333,10.58,1.57,md,21,131,0.173,0.16,mb,mb80196794,2017-01-15T18:29:14.130Z,"14km SE of Seeley Lake, Montana",earthquake,0.39,0.82,0.125,22,reviewed,mb,mb
2017-01-15T02:03:11.870Z,60.7222,-151.0542,33.8,1.7,ml,,,,0.29,ak,ak15074365,2017-01-15T02:12:11.429Z,"13km ENE of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-15T02:00:47.830Z,33.7853333,-115.9935,3.62,2.01,ml,48,83,0.1299,0.23,ci,ci37568535,2017-01-15T02:04:25.229Z,"20km NE of Coachella, CA",earthquake,0.36,1.1,0.152,26,automatic,ci,ci
2017-01-15T01:51:06.117Z,61.95,-149.7527,18.5,1.1,ml,,,,0.34,ak,ak15074363,2017-01-15T03:27:12.031Z,"24km SSE of Y, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-01-15T01:38:55.714Z,38.3686,-118.5883,6.2,0.6,ml,8,114.29,0.135,0.1118,nn,nn00574050,2017-01-15T15:07:10.653Z,"17km S of Hawthorne, Nevada",earthquake,,5.3,0.5,3,reviewed,nn,nn
2017-01-15T01:37:41.330Z,33.2691667,-116.4713333,27.96,1.23,ml,13,89,0.1975,0.22,ci,ci37568527,2017-01-15T01:41:30.268Z,"9km W of Borrego Springs, CA",earthquake,0.87,1.49,0.163,25,automatic,ci,ci
2017-01-15T01:37:12.072Z,38.3921,-118.9112,7.3,1.3,ml,11,90.71,0.132,0.1745,nn,nn00574048,2017-01-15T03:46:17.030Z,"29km WSW of Hawthorne, Nevada",earthquake,,5.2,0.14,8,reviewed,nn,nn
2017-01-15T01:30:29.852Z,38.3871,-118.9158,7,1.5,ml,14,116.03,0.137,0.1332,nn,nn00574046,2017-01-15T18:48:16.405Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.3,0.33,5,reviewed,nn,nn
2017-01-15T01:11:44.018Z,38.41,-118.9238,12.6,0.8,ml,9,90.4,0.365,0.0926,nn,nn00574045,2017-01-15T18:29:36.406Z,"29km WSW of Hawthorne, Nevada",earthquake,,8.8,0.1,2,reviewed,nn,nn
2017-01-15T01:04:25.140Z,38.7615013,-122.7405014,3.32,0.66,md,8,117,0.009313,0.03,nc,nc72752315,2017-01-15T01:06:12.759Z,"2km SE of The Geysers, California",earthquake,0.57,1.12,0.2,3,automatic,nc,nc
2017-01-15T00:50:31.707Z,38.427,-118.9,6.7,1.6,ml,14,82.75,0.11,0.1604,nn,nn00574152,2017-01-15T21:04:39.118Z,"26km WSW of Hawthorne, Nevada",earthquake,,3.1,0.35,6,reviewed,nn,nn
2017-01-15T00:50:13.699Z,38.427,-118.9045,6.1,1.4,ml,12,83.11,0.113,0.1393,nn,nn00574042,2017-01-15T15:04:02.869Z,"26km WSW of Hawthorne, Nevada",earthquake,,3,0.34,5,reviewed,nn,nn
2017-01-15T00:48:15.267Z,38.4091,-118.911,9.8,0.6,ml,9,172.6,0.124,0.1313,nn,nn00574149,2017-01-15T20:55:16.166Z,"28km WSW of Hawthorne, Nevada",earthquake,,3.2,0.26,3,reviewed,nn,nn
2017-01-15T00:46:05.508Z,38.4376,-118.8995,6.9,0.8,ml,9,168.26,0.107,0.1064,nn,nn00574144,2017-01-15T20:46:03.753Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.4,0.19,3,reviewed,nn,nn
2017-01-15T00:44:14.183Z,38.4397,-118.8849,6.8,1.1,ml,10,165.48,0.095,0.1784,nn,nn00574041,2017-01-15T14:57:48.576Z,"24km WSW of Hawthorne, Nevada",earthquake,,2.9,0.18,4,reviewed,nn,nn
2017-01-15T00:29:32.096Z,37.1547,-117.3677,11.6,0.2,ml,12,152.64,0.235,0.1445,nn,nn00574142,2017-01-15T20:36:51.039Z,"60km WNW of Beatty, Nevada",earthquake,,3.2,0.27,6,reviewed,nn,nn
2017-01-15T00:28:47.600Z,38.8406677,-122.8284988,1.79,1.12,md,16,55,0.005839,0.01,nc,nc72752305,2017-01-15T00:44:03.502Z,"9km WNW of Cobb, California",earthquake,0.26,0.53,0.02,4,automatic,nc,nc
2017-01-15T00:22:33.626Z,38.4095,-118.928,7.4,0.9,ml,9,90.91,0.365,0.1673,nn,nn00574037,2017-01-15T05:52:09.556Z,"29km WSW of Hawthorne, Nevada",earthquake,,3.2,0.45,5,reviewed,nn,nn
2017-01-15T00:15:14.204Z,38.3671,-118.5981,6.6,1.1,ml,15,113.59,0.137,0.159,nn,nn00574034,2017-01-15T03:36:46.029Z,"17km S of Hawthorne, Nevada",earthquake,,2.1,0.31,6,reviewed,nn,nn
2017-01-15T00:14:10.866Z,64.9975,-147.2434,0,1.7,ml,,,,0.66,ak,ak15074043,2017-01-15T00:31:11.463Z,"25km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T23:57:04.830Z,38.8451653,-122.8290024,1.18,0.18,md,7,120,0.008293,0.01,nc,nc72752295,2017-01-14T23:58:46.581Z,"9km WNW of Cobb, California",earthquake,0.43,0.98,0.1,2,automatic,nc,nc
2017-01-14T23:30:03.719Z,61.9906,-150.8248,4.6,1.7,ml,,,,0.26,ak,ak15074032,2017-01-14T23:36:00.449Z,"49km WNW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-14T23:13:48.610Z,33.298,-116.8235,12.7,0.69,ml,17,99,0.06442,0.27,ci,ci37568487,2017-01-14T23:17:12.024Z,"7km SSE of Palomar Observatory, CA",earthquake,0.61,1.1,0.111,17,automatic,ci,ci
2017-01-14T23:10:10.250Z,-5.7011,146.8238,146.41,5.1,mb,,40,3.673,1.16,us,us10007tbj,2017-01-14T23:25:56.040Z,"114km N of Lae, Papua New Guinea",earthquake,8.6,8.2,0.093,37,reviewed,us,us
2017-01-14T23:06:23.120Z,38.6956,-118.4585,8.8,0.7,ml,8,99.71,0.084,0.0965,nn,nn00574026,2017-01-15T00:47:31.483Z,"23km NE of Hawthorne, Nevada",earthquake,,2.5,0.14,3,reviewed,nn,nn
2017-01-14T22:44:02.100Z,37.8366661,-122.1506653,12.73,1.01,md,8,154,0.04524,0.07,nc,nc72752285,2017-01-14T22:45:40.211Z,"1km W of Moraga, California",earthquake,1.6,1.76,0.08,5,automatic,nc,nc
2017-01-14T22:38:59.850Z,39.5671,26.131,4.26,4.4,mwr,,48,1.328,0.79,us,us10007tbf,2017-01-15T09:44:02.005Z,"19km WNW of Behram, Turkey",earthquake,5,2.8,0.069,20,reviewed,us,us
2017-01-14T22:22:26.050Z,33.3081667,-116.4,5.04,1.32,ml,43,48,0.04237,0.19,ci,ci37568463,2017-01-14T22:26:12.296Z,"6km NNW of Borrego Springs, CA",earthquake,0.29,0.7,0.219,25,automatic,ci,ci
2017-01-14T22:20:23.370Z,38.8431664,-122.8293304,2.29,0.71,md,9,83,0.006634,0.01,nc,nc72752280,2017-01-14T22:22:05.162Z,"9km WNW of Cobb, California",earthquake,0.34,1.42,0.09,2,automatic,nc,nc
2017-01-14T22:19:26.910Z,38.8413315,-122.8306656,2.32,2.31,md,39,36,0.004656,0.06,nc,nc72752275,2017-01-14T22:24:02.151Z,"9km WNW of Cobb, California",earthquake,0.2,0.28,0.21,20,automatic,nc,nc
2017-01-14T22:00:11.600Z,-19.8934,-173.1227,35,4.8,mb,,90,3.122,0.85,us,us10007tba,2017-01-14T22:35:45.040Z,"128km E of Pangai, Tonga",earthquake,5.9,2,0.1,31,reviewed,us,us
2017-01-14T21:58:10.270Z,34.2616667,-117.5316667,8.92,1.29,ml,33,43,0.05437,0.21,ci,ci37568455,2017-01-14T22:01:49.869Z,"3km W of Lytle Creek, CA",earthquake,0.29,0.59,0.195,27,automatic,ci,ci
2017-01-14T21:56:56.190Z,38.8028336,-122.8318329,1,0.66,md,8,184,0.006373,0.02,nc,nc72752270,2017-01-14T21:58:34.830Z,"7km WNW of The Geysers, California",earthquake,0.75,0.43,0.28,2,automatic,nc,nc
2017-01-14T21:49:20.676Z,59.7552,-152.3446,53.2,2.1,ml,,,,0.3,ak,ak15073410,2017-01-14T21:57:38.423Z,"28km W of Anchor Point, Alaska",earthquake,,3.1,,,automatic,ak,ak
2017-01-14T21:39:54.434Z,38.3582,-118.9137,7.5,1.1,ml,14,73.92,0.153,0.1108,nn,nn00574016,2017-01-14T21:54:09.099Z,"30km ENE of Bridgeport, California",earthquake,,4.1,0.33,3,reviewed,nn,nn
2017-01-14T21:36:33.990Z,36.2646,-97.3341,2.72,3,mb_lg,,34,0.312,0.25,us,us10007tb6,2017-01-15T11:47:32.359Z,"4km SW of Perry, Oklahoma",earthquake,1.3,4.1,0.18,8,reviewed,us,us
2017-01-14T21:33:39.000Z,38.8354988,-122.8276672,1.69,0.43,md,9,93,0.006842,0.01,nc,nc72752255,2017-01-14T21:35:20.270Z,"8km NW of The Geysers, California",earthquake,0.33,0.63,0.14,2,automatic,nc,nc
2017-01-14T21:19:31.900Z,-18.4494,176.3176,27.06,4.5,mb,,115,1.793,0.62,us,us10007tb5,2017-01-14T22:11:59.040Z,"136km WSW of Nadi, Fiji",earthquake,9.2,6.9,0.156,12,reviewed,us,us
2017-01-14T21:04:23.750Z,-17.6643,-178.7719,530.92,4.3,mb,,78,3.027,0.91,us,us10007tb4,2017-01-14T22:23:30.040Z,"240km SE of Lambasa, Fiji",earthquake,13.6,7.8,0.055,94,reviewed,us,us
2017-01-14T21:03:24.939Z,59.9625,-152.3069,104,2.6,ml,,,,0.41,ak,ak15073406,2017-01-14T21:11:22.502Z,"33km NW of Anchor Point, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-01-14T21:01:34.480Z,38.7636681,-122.8176651,2.95,1.74,md,10,171,0.05821,0.28,nc,nc72752250,2017-01-14T21:16:02.999Z,"5km WSW of The Geysers, California",earthquake,1.26,6.05,0.1,4,automatic,nc,nc
2017-01-14T20:48:01.950Z,36.0425,-117.8086667,0.59,1.64,ml,23,63,0.03919,0.2,ci,ci37568415,2017-01-14T20:51:44.044Z,"13km E of Coso Junction, CA",earthquake,0.28,0.43,0.122,26,automatic,ci,ci
2017-01-14T20:41:30.800Z,33.8831667,-116.6015,31.32,1.45,ml,8,160,0.2557,0.3,ci,ci37568407,2017-01-14T20:45:11.224Z,"6km WSW of Garnet, CA",earthquake,2.67,9.04,0.452,19,automatic,ci,ci
2017-01-14T20:31:56.600Z,35.7778333,-117.6665,10.17,0.54,ml,12,81,0.06765,0.19,ci,ci37568399,2017-01-14T20:35:22.309Z,"18km N of Ridgecrest, CA",earthquake,0.53,0.85,0.142,8,automatic,ci,ci
2017-01-14T20:22:22.415Z,38.4309,-118.8973,5.8,1.5,ml,13,99.43,0.107,0.1779,nn,nn00574003,2017-01-14T21:38:45.277Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.2,0.29,6,reviewed,nn,nn
2017-01-14T20:14:44.530Z,19.2243328,-155.6074982,0.4,2.3,ml,54,85,0.02278,0.26,hv,hv61562396,2017-01-14T20:20:26.660Z,"13km W of Pahala, Hawaii",earthquake,0.48,0.18,0.21,5,automatic,hv,hv
2017-01-14T20:13:07.990Z,38.841835,-122.8271637,1.23,0.18,md,6,119,0.007263,0.01,nc,nc72752245,2017-01-14T20:14:47.029Z,"9km WNW of Cobb, California",earthquake,0.38,1.11,0.1,2,automatic,nc,nc
2017-01-14T20:12:48.420Z,62.2611,-151.6166,111.1,1.9,ml,,,,0.79,ak,ak15073099,2017-01-14T20:22:36.170Z,"78km W of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-14T19:49:07.150Z,34.0786667,-117.9511667,12.83,1.85,ml,6,135,0.2078,0.31,ci,ci37568367,2017-01-14T19:52:50.525Z,"1km SE of Baldwin Park, CA",earthquake,1.74,9.9,0.237,17,automatic,ci,ci
2017-01-14T19:48:32.220Z,33.4875,-116.4385,12.43,0.74,ml,29,120,0.03737,0.23,ci,ci37568359,2017-01-14T19:52:04.084Z,"23km SSW of La Quinta, CA",earthquake,0.5,0.73,0.257,12,automatic,ci,ci
2017-01-14T19:35:36.892Z,38.4123,-118.9048,4,0.9,ml,8,218.49,0.118,0.0849,nn,nn00573996,2017-01-14T22:31:12.812Z,"27km WSW of Hawthorne, Nevada",earthquake,,11.6,0.22,3,reviewed,nn,nn
