BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
30640066,BKS064,18119,POINT (-73.98438066416632 40.67181991248175),N corner of 5 AV and 5 ST,Standard Wire Basket,DSNY-owned,5 AV,5 ST,N,988583.17275223,184035.89411722,988592.51426898,183985.95425646
31830012,BKS183,18120,POINT (-73.89868443732847 40.63629306247767),E corner of AV L and E 92 ST,High-End Basket,DSNY-owned,AV L,E 92 ST,E,1012370.09663498,171108.3553398,1012335.47498506,171119.42815229
30640067,BKS064,18121,POINT (-73.98411670128708 40.672100275234655),W corner of 5 AV and 4 ST,Standard Wire Basket,DSNY-owned,5 AV,4 ST,W,988656.37700215,184138.05139321,988713.24565481,184175.56017646
31830013,BKS183,18122,POINT (-73.89917604632807 40.63629711916805),W corner of AV L and E 92 ST,Standard Wire Basket,DSNY-owned,AV L,E 92 ST,W,1012233.65104173,171109.67587522,1012268.21462089,171132.41697146
30610006,BKS061,18123,POINT (-73.99790285938752 40.67494321437288),N corner of W 9 ST and SMITH ST,Standard Wire Basket,DSNY-owned,W 9 ST,SMITH ST,N,984832.1159499,185173.42268205,984857.29864231,185129.9119423
30640068,BKS064,18124,POINT (-73.98354376948177 40.67274243327418),W corner of 5 AV and 3 ST,Standard Wire Basket,DSNY-owned,5 AV,3 ST,W,988815.26251115,184372.03714572,988853.24504674,184394.8641998
30620004,BKS062,18125,POINT (-73.99701130144068 40.680477699033474),NW corner of COURT ST and 1 PL,Standard Wire Basket,DSNY-owned,COURT ST,1 PL,NW,985079.35200398,187189.80119522,985098.09868564,187155.66576479
30610007,BKS061,18126,POINT (-73.99918150123935 40.67602825478129),NW corner of COURT ST and HUNTINGTON ST,Standard Wire Basket,DSNY-owned,COURT ST,HUNTINGTON ST,NW,984477.43621306,185568.7279938,984499.48439731,185526.32191064
30640070,BKS064,18127,POINT (-73.98834765222306 40.67036463353309),E corner of 9 ST and 4 AV,PSR Silver Bullet BlackTop Basket,DSNY-owned,9 ST,4 AV,E,987482.80881123,183505.52345879,987427.81712331,183505.97162063
31850007,BKS185,18128,POINT (-73.9228062664736 40.61902003099663),SE corner of AV N and E 54 ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,AV N,E 54 ST,SE,1005680.73468564,164808.51196839,1005647.69341314,164852.33734004
30620005,BKS062,18129,POINT (-73.99641311636854 40.68083515016962),SE corner of COURT ST and CARROLL ST,Standard Wire Basket,DSNY-owned,COURT ST,CARROLL ST,SE,985245.26046482,187320.03715521,985227.57349232,187379.81557897
30610008,BKS061,18130,POINT (-73.99902152847875 40.67636378630128),SW corner of COURT ST and NELSON ST,Standard Wire Basket,DSNY-owned,COURT ST,NELSON ST,SW,984521.80817156,185690.97217189,984575.57348397,185733.00784896
30620006,BKS062,18131,POINT (-73.99665651494294 40.68122972508528),NW corner of COURT ST and CARROLL ST,Standard Wire Basket,DSNY-owned,COURT ST,CARROLL ST,NW,985177.74583606,187463.78949238,985198.60701481,187429.28726479
30640072,BKS064,18132,POINT (-73.98833255019439 40.67118427763693),N corner of 4 AV and 8 ST,Standard Wire Basket,DSNY-owned,4 AV,8 ST,N,987486.95840924,183804.14359647,987489.14705314,183764.3831773
30640073,BKS064,18133,POINT (-73.98789263125293 40.67096092776115),E corner of 4 AV and 8 ST,Standard Wire Basket,DSNY-owned,4 AV,8 ST,E,987609.00344072,183722.78745997,987567.38836648,183715.89246063
30620007,BKS062,18134,POINT (-73.9962113697521 40.68116583691339),NE corner of COURT ST and CARROLL ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,COURT ST,CARROLL ST,NE,985301.21179648,187440.51821347,985239.87989815,187413.86767621
30610009,BKS061,18135,POINT (-73.99708130838916 40.67658395909701),SW corner of SMITH ST and LUQUER ST,Standard Wire Basket,DSNY-owned,SMITH ST,LUQUER ST,SW,985059.98196398,185771.19937363,985105.41494398,185798.95259896
30640074,BKS064,18136,POINT (-73.98801333309208 40.67154008081367),W corner of 4 AV and 7 ST,Standard Wire Basket,DSNY-owned,4 AV,7 ST,W,987575.49169673,183933.78474139,987609.11072397,183950.5737498
30620008,BKS062,18137,POINT (-73.99609190937026 40.68150679377711),S corner of COURT ST and PRESIDENT ST,Standard Wire Basket,DSNY-owned,COURT ST,PRESIDENT ST,S,985334.33968298,187564.74007788,985314.93552232,187619.71339314
30640075,BKS064,18138,POINT (-73.98759334932147 40.671331939783265),S corner of 4 AV and 7 ST,Standard Wire Basket,DSNY-owned,4 AV,7 ST,S,987692.00557131,183857.96927622,987686.38419148,183902.5128223
30620009,BKS062,18139,POINT (-73.99632112836805 40.681893594747486),N corner of COURT ST and PRESIDENT ST,Standard Wire Basket,DSNY-owned,COURT ST,PRESIDENT ST,N,985270.75811723,187705.66007163,985288.23281981,187674.85435897
30640077,BKS064,18140,POINT (-73.98740550090483 40.671545010151135),E corner of 4 AV and 7 ST,Standard Wire Basket,DSNY-owned,4 AV,7 ST,E,987744.10356423,183935.60429154,987706.91564648,183933.6938623
30610010,BKS061,18141,POINT (-73.99868224992096 40.67703058987894),SW corner of COURT ST and LUQUER ST,Standard Wire Basket,DSNY-owned,COURT ST,LUQUER ST,SW,984615.91329831,185933.90902196,984662.21701148,185967.07890314
30640078,BKS064,18142,POINT (-73.98687973443144 40.672164526723435),E corner of 4 AV and 6 ST,Standard Wire Basket,DSNY-owned,4 AV,6 ST,E,987889.9169209,184161.3331708,987846.74804398,184153.92636147
31840013,BKS184,18143,POINT (-73.91139207062405 40.61733541204649),W corner of AV U and E 66 ST,Standard Wire Basket,DSNY-owned,AV U,E 66 ST,W,1008850.13549906,164197.76023713,1008932.06676565,164202.94231339
30620010,BKS062,18144,POINT (-73.9957574343107 40.68216124692808),S corner of COURT ST and UNION ST,High-End Basket,DSNY-owned,COURT ST,UNION ST,S,985427.09737147,187803.18054588,985405.66696815,187865.03770563
31840014,BKS184,18145,POINT (-73.91052942905469 40.617286171571905),E corner of AV U and E 66 ST,High-End Basket,DSNY-owned,AV U,E 66 ST,E,1009089.64420639,164180.0640783,1009015.3884494,164196.23793046
30620011,BKS062,18146,POINT (-73.9959866505636 40.68257916400196),N corner of COURT ST and UNION ST,Standard Wire Basket,DSNY-owned,COURT ST,UNION ST,N,985363.51613382,187955.43680304,985377.53054148,187918.74166647
30610011,BKS061,18147,POINT (-73.9967287419411 40.67729398307159),SW corner of SMITH ST and 4 PL,Standard Wire Basket,DSNY-owned,SMITH ST,4 PL,SW,985157.76654531,186029.88487989,985203.04270148,186072.2132073
30640080,BKS064,18148,POINT (-73.98636475832356 40.67276381115009),E corner of 4 AV and 5 ST,Standard Wire Basket,DSNY-owned,4 AV,5 ST,E,988032.7355329,184379.69132988,987985.74415706,184375.78615397
30620012,BKS062,18149,POINT (-73.99582345188676 40.68297551682726),SW corner of COURT ST and SACKETT ST,Standard Wire Basket,DSNY-owned,COURT ST,SACKETT ST,SW,985408.77293307,188099.84169796,985454.44311731,188128.43284813
30640081,BKS064,18150,POINT (-73.98557169680102 40.67366894931639),S corner of 4 AV and 3 ST,Standard Wire Basket,DSNY-owned,4 AV,3 ST,S,988252.67177281,184709.49414797,988244.4732984,184779.7453198
30610012,BKS061,18151,POINT (-73.99835413088489 40.67772620363183),SW corner of COURT ST and 4 PL,Standard Wire Basket,DSNY-owned,COURT ST,4 PL,SW,984706.92099032,186187.34257022,984760.05146147,186234.46353896
30620013,BKS062,18152,POINT (-73.99530268026356 40.683166164426986),NE corner of COURT ST and SACKETT ST,Standard Wire Basket,DSNY-owned,COURT ST,SACKETT ST,NE,985553.20604314,188169.3074383,985509.82686481,188148.95446064
30640083,BKS064,18153,POINT (-73.98313634908662 40.676801144459866),E corner of 4 AV and PRESIDENT ST,Standard Wire Basket,DSNY-owned,4 AV,PRESIDENT ST,E,988927.99391298,185850.7628628,988884.42969565,185841.66904897
30610013,BKS061,18154,POINT (-73.99781281140069 40.67887808621218),NW corner of COURT ST and 3 PL,Standard Wire Basket,DSNY-owned,COURT ST,3 PL,NW,984857.05815722,186607.00970988,984880.33665398,186560.67023563
30620014,BKS062,18155,POINT (-73.99478574447494 40.680705090604704),N corner of SMITH ST and CARROLL ST,High-End Basket,DSNY-owned,SMITH ST,CARROLL ST,N,985696.6319374,187272.6753733,985727.36284706,187241.89886005
30610014,BKS061,18156,POINT (-73.9961973854492 40.678388800884065),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,985305.13436081,186428.76433146,985333.27229833,186418.40053149
30630001,BKS063,18157,POINT (-73.97638418924483 40.682156325791084),E corner of 5 AV and DEAN ST,High-End Basket,DSNY-owned,5 AV,DEAN ST,E,990800.36352781,187802.24189946,990772.43116897,187795.9400748
31860002,BKS186,18158,POINT (-73.93346033140287 40.619807937338905),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1002722.76192707,165093.14033613,1002691.02241903,165066.15395067
30620015,BKS062,18159,POINT (-73.99463062786933 40.680929710495455),W corner of SMITH ST and PRESIDENT ST,Standard Wire Basket,DSNY-owned,SMITH ST,PRESIDENT ST,W,985739.65022406,187354.51346421,985797.83285047,187374.82641572
30610015,BKS061,18160,POINT (-73.99600185441102 40.67894766807037),W corner of SMITH ST and 2 PL,Standard Wire Basket,DSNY-owned,SMITH ST,2 PL,W,985359.35964607,186632.37809746,985425.90938173,186665.66215164
30620016,BKS062,18161,POINT (-73.99415827204014 40.68096173230001),E corner of SMITH ST and PRESIDENT ST,Standard Wire Basket,DSNY-owned,SMITH ST,PRESIDENT ST,E,985870.66210115,187366.18830964,985821.65629365,187362.46325147
30610016,BKS061,18162,POINT (-73.996972755029 40.679569440885835),NE corner of COURT ST and 2 PL,High-End Basket,DSNY-owned,COURT ST,2 PL,NE,985090.05473848,186858.89700139,985030.44134064,186842.97938231
30650071,BKS065,18163,POINT (-73.99038000463943 40.667942935730295),E corner of 4 AV and 13 ST,Standard Wire Basket,DSNY-owned,4 AV,13 ST,E,986919.12293072,182623.16203456,986870.40485232,182617.3283848
30650072,BKS065,18164,POINT (-73.99081808498838 40.668173550395885),N corner of 4 AV and 13 ST,Standard Wire Basket,DSNY-owned,4 AV,13 ST,N,986797.5844599,182707.16842821,986792.47521815,182666.0093898
30650074,BKS065,18165,POINT (-73.99055748738283 40.66851713011162),W corner of 4 AV and 12 ST,Standard Wire Basket,DSNY-owned,4 AV,12 ST,W,986869.86417098,182832.35190488,986912.64886232,182853.80757064
30740059,BKS074,18166,POINT (-74.01759811157622 40.64201146533576),W corner of 4 AV and 58 ST,Standard Wire Basket,DSNY-owned,4 AV,58 ST,W,979366.53797031,173175.95389488,979418.58576648,173183.34462813
30740060,BKS074,18167,POINT (-74.01695670512638 40.64197704214047),E corner of 4 AV and 58 ST,Standard Wire Basket,DSNY-owned,4 AV,58 ST,E,979544.5399109,173163.37747647,979514.08426315,173155.2114823
30650076,BKS065,18168,POINT (-73.98991108158776 40.66855698701352),E corner of 4 AV and 12 ST,Standard Wire Basket,DSNY-owned,4 AV,12 ST,E,987049.18303806,182846.8928863,987010.14866731,182837.94474147
30650077,BKS065,18169,POINT (-73.99001281870719 40.66914135315615),W corner of 4 AV and 11 ST,Standard Wire Basket,DSNY-owned,4 AV,11 ST,W,987020.93571922,183059.79075447,987051.80868898,183073.23626563
40430031,QW043,18170,POINT (-73.85191751240578 40.73786286710989),NE corner of HORACE HARDING EXPY and 108 ST,Standard Wire Basket,DSNY-owned,HORACE HARDING EXPY,108 ST,NE,1025287.48877914,208131.61725113,1025271.70928314,208103.00575981
40330145,QW033,18171,POINT (-73.87207522871009 40.750943952515435),SE corner of 37 AV and 95 ST,Standard Wire Basket,DSNY-owned,37 AV,95 ST,SE,1019694.3631544,212888.66777638,1019669.40716755,212919.5020323
40330146,QW033,18172,POINT (-73.87493753708738 40.75641646296658),SE corner of NORTHERN BLVD and 93 ST,Standard Wire Basket,DSNY-owned,NORTHERN BLVD,93 ST,SE,1018898.46087481,214881.33308238,1018865.3805604,214928.53968088
40620094,QW062,18173,POINT (-73.85019088078255 40.71018151452954),SW corner of METROPOLITAN AV and 71 RD,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,71 RD,SW,1025783.22532047,198047.27554321,1025815.09697589,198087.10387564
40620096,QW062,18174,POINT (-73.8481891486461 40.710210624398584),NE corner of METROPOLITAN AV and 72 AV,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,72 AV,NE,1026338.16318698,198058.83654371,1026293.65835473,198028.24835029
40620097,QW062,18175,POINT (-73.84742566707142 40.70975477788494),SW corner of METROPOLITAN AV and 72 RD,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,72 RD,SW,1026550.11847173,197893.12591714,1026584.18008339,197922.64882396
40620098,QW062,18176,POINT (-73.84814941743862 40.72154975646412),N corner of AUSTIN ST and 69 RD,Standard Wire Basket,DSNY-owned,AUSTIN ST,69 RD,N,1026342.01685381,202190.04022355,1026349.8498434,202152.55834313
40620099,QW062,18177,POINT (-73.84780208957025 40.72144352202725),E corner of AUSTIN ST and 69 RD,Standard Wire Basket,DSNY-owned,AUSTIN ST,69 RD,E,1026438.36016506,202151.50289905,1026390.75855424,202133.85759313
40620100,QW062,18178,POINT (-73.84795557464778 40.721200440036704),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1026395.96917373,202062.86692147,1026406.33457819,202084.46393171
40620101,QW062,18179,POINT (-73.86376255155577 40.728222588108),N corner of 63 DR and WETHEROLE ST,Standard Wire Basket,DSNY-owned,63 DR,WETHEROLE ST,N,1022010.41921781,204614.03931254,1022022.43756647,204570.2667623
40620102,QW062,18180,POINT (-73.8631224818636 40.72845453522067),S corner of 63 DR and BOOTH ST,Standard Wire Basket,DSNY-owned,63 DR,BOOTH ST,S,1022187.69084489,204698.82129522,1022162.55211565,204748.26509397
31160052,BKS116,18181,POINT (-73.97764403421121 40.59635695193419),SW corner of W 6 ST and AV U,High-End Basket,DSNY-owned,W 6 ST,AV U,SW,990458.91604798,156543.11708188,990466.29004897,156572.48185255
31210014,BKS121,18182,POINT (-73.9953975088177 40.633178823969736),W corner of NEW UTRECHT AV and 53 ST,Standard Wire Basket,DSNY-owned,NEW UTRECHT AV,53 ST,W,985527.86160564,169957.52726089,985563.13384481,169975.58168672
31030020,BKS103,18183,POINT (-74.03244516869783 40.62057909518252),SW corner of 3 AV and 90 ST,Standard Wire Basket,DSNY-owned,3 AV,90 ST,SW,975243.26143998,165368.74641222,975281.21247956,165396.56886314
31160053,BKS116,18184,POINT (-73.97771804645014 40.59661915982004),NW corner of W 6 ST and AV U,High-End Basket,DSNY-owned,W 6 ST,AV U,NW,990438.33767706,156638.64084096,990459.00003731,156619.85380505
31030021,BKS103,18185,POINT (-74.03409210002445 40.61652516713755),SW corner of 3 AV and 96 ST,Standard Wire Basket,DSNY-owned,3 AV,96 ST,SW,974785.48020332,163891.96786971,974815.85218981,163908.70077588
31160054,BKS116,18186,POINT (-73.97826199939615 40.59628309613154),SE corner of AV U and W 7 ST,Standard Wire Basket,DSNY-owned,AV U,W 7 ST,SE,990287.30648306,156516.16634838,990240.31281065,156538.07903421
31210015,BKS121,18187,POINT (-73.99496650457166 40.63325475842458),E corner of NEW UTRECHT AV and 53 ST,Standard Wire Basket,DSNY-owned,NEW UTRECHT AV,53 ST,E,985647.48899107,169985.19879347,985611.28991647,169981.08364421
31030022,BKS103,18188,POINT (-74.0334962465659 40.6170264309278),S corner of 3 AV and 95 ST,Standard Wire Basket,DSNY-owned,3 AV,95 ST,S,974950.97560723,164074.52754396,974938.28960899,164113.38540588
31160055,BKS116,18189,POINT (-73.97833406450498 40.596556818238554),NE corner of AV U and W 7 ST,Standard Wire Basket,DSNY-owned,AV U,W 7 ST,NE,990267.2684654,156615.88530906,990234.70258564,156586.44179839
31030023,BKS103,18190,POINT (-74.03366963057967 40.61656602133026),E corner of 3 AV and 96 ST,Standard Wire Basket,DSNY-owned,3 AV,96 ST,E,974902.77524431,163906.8067508,974867.70904148,163893.14962588
31210016,BKS121,18191,POINT (-73.9953339218366 40.63349383208518),N corner of NEW UTRECHT AV and 53 ST,Standard Wire Basket,DSNY-owned,NEW UTRECHT AV,53 ST,N,985545.50461498,170072.29409172,985561.91993648,170024.3909723
31160056,BKS116,18192,POINT (-73.97866646354983 40.59625322323317),SW corner of AV U and W 7 ST,Standard Wire Basket,DSNY-owned,AV U,W 7 ST,SW,990174.98452923,156505.25528097,990205.62784064,156531.67484754
31030024,BKS103,18193,POINT (-74.0338074207414 40.61719029047487),SW corner of 3 AV and 95 ST,Standard Wire Basket,DSNY-owned,3 AV,95 ST,SW,974864.60865398,164134.2590518,974892.64665565,164157.81773171
31030025,BKS103,18194,POINT (-74.03337860710337 40.61726478532042),E corner of 3 AV and 95 ST,Standard Wire Basket,DSNY-owned,3 AV,95 ST,E,974983.66845523,164161.35381389,974948.47331564,164150.66879588
31020081,BKS102,18195,POINT (-74.02824617475254 40.629839389143584),SE corner of 3 AV and 77 ST,Standard Wire Basket,DSNY-owned,3 AV,77 ST,SE,976410.03666548,168742.11269696,976389.80245398,168786.07619171
31160057,BKS116,18196,POINT (-73.97866391528413 40.5965269474693),NW corner of AV U and W 7 ST,Standard Wire Basket,DSNY-owned,AV U,W 7 ST,NW,990175.66792682,156604.98014714,990198.72168648,156583.84337838
31030026,BKS103,18197,POINT (-74.03372211884452 40.617424804883534),NW corner of 3 AV and 95 ST,Standard Wire Basket,DSNY-owned,3 AV,95 ST,NW,974888.32350156,164219.68965522,974903.83757815,164196.17067339
31210017,BKS121,18198,POINT (-74.00122728734674 40.63619546240214),N corner of FT HAMILTON PKWY and 54 ST,Standard Wire Basket,DSNY-owned,FT HAMILTON PKWY,54 ST,N,983909.7713379,171056.5385143,983895.93573564,171009.62850313
31160058,BKS116,18199,POINT (-73.9792650543238 40.59647644361054),NE corner of AV U and W 8 ST,Standard Wire Basket,DSNY-owned,AV U,W 8 ST,NE,990008.72928432,156586.54022338,989977.10795648,156549.90971921
31030027,BKS103,18200,POINT (-74.03319507846767 40.61773681769664),S corner of 3 AV and 94 ST,Standard Wire Basket,DSNY-owned,3 AV,94 ST,S,975034.68574165,164333.30819438,975019.40493231,164370.09749088
31160059,BKS116,18201,POINT (-73.97955807013778 40.59613729797895),SW corner of AV U and W 8 ST,Standard Wire Basket,DSNY-owned,AV U,W 8 ST,SW,989927.38430265,156462.96173038,989946.61261064,156495.12636422
41340007,QE134,18202,POINT (-73.75081109250449 40.70698115797463),Location Description T/K,High-End Basket,DSNY-owned,Street Name TBD,,Direction TBD,1053338.36542006,196944.04152921,1053303.01404142,196932.07602255
41340017,QE134,18203,POINT (-73.75092728974757 40.70721621065934),SE corner of HOLLIS AV and FRANCIS LEWIS BLVD,PSR Silver Bullet BlackTop Basket,DSNY-owned,HOLLIS AV,FRANCIS LEWIS BLVD,SE,1053305.90616739,197029.58630563,1053267.15854147,197045.82971147
41370033,QE137,18204,POINT (-73.74034694752636 40.659342438128405),N corner of 243 ST and MAYDA RD,Standard Wire Basket,DSNY-owned,243 ST,MAYDA RD,N,1056291.00157514,179596.38134271,1056296.64395231,179536.12719813
41310010,QE131,18205,POINT (-73.70840813097921 40.749093829497816),N corner of UNION TP and 77 AV,High-End Basket,DSNY-owned,UNION TP,77 AV,N,1065043.53131415,212323.19777872,1065045.79279256,212306.88153838
41310016,QE131,18206,POINT (-73.7081223301648 40.74922526825998),W corner of UNION TP and 265 ST,High-End Basket,DSNY-owned,UNION TP,265 ST,W,1065122.56002748,212371.34860104,1065134.98585564,212370.8810823
41310028,QE131,18207,POINT (-73.71221737038056 40.74668071114037),Unknown corner on 79 AV,Standard Wire Basket,DSNY-owned,79 AV,79 AV,NE,1063990.97436415,211440.53583013,1063951.8710959,211405.51523088
